collected_at_utc,source_type,company,title,location,team,url,external_id,posted_at,description_snippet
2026-08-29 16:13:28,greenhouse,fivetran,Senior Site Reliability Engineer,,,https://www.fivetran.com/careers/job?gh_jid=7814036003,greenhouse::7814036003,2026-08-24T22:18:46-04:00,
2026-08-29 16:13:28,greenhouse,fivetran,Senior Site Reliability Engineer,,,https://www.fivetran.com/careers/job?gh_jid=7688580003,greenhouse::7688580003,2026-08-24T22:18:42-04:00,
2026-08-29 16:13:28,greenhouse,jetbrains,QA Automation Engineer (IDEA Ultimate QA),,,https://job-boards.eu.greenhouse.io/jetbrains/jobs/4947673101,greenhouse::4947673101,2026-08-26T02:43:36-04:00,
2026-08-29 16:13:28,greenhouse,jetbrains,QA Automation Engineer (IntelliJ IDEA Java Build Tools),,,https://job-boards.eu.greenhouse.io/jetbrains/jobs/4777935101,greenhouse::4777935101,2026-08-20T12:59:01-04:00,
2026-08-29 16:13:28,remoteok,Kruger NearShore LLC - Rekluti,DESARROLLADOR FULL STACK,Worldwide,,https://remoteOK.com/remote-jobs/remote-desarrollador-full-stack-kruger-nearshore-llc-rekluti-1137062,remoteok::1137062,2026-08-22T00:00:12+00:00,"Desarrollador/a Full Stack â Python / Angular / Go En Rekluti , consultora especializada en talento tecnolÃ³gico en LATAM, buscamos un/a Desarrollador/a Full Stack para integrarse a proyectos de alta complejidad y participar en el desarrollo de soluciones web escalables. Buscamos un perfil con sÃ³"
2026-08-29 16:13:28,weworkremotely,Lemon.io,Senior DevOps Engineer,Remote,,https://weworkremotely.com/remote-jobs/lemon-io-senior-devops-engineer-3,wwr::https://weworkremotely.com/remote-jobs/lemon-io-senior-devops-engineer-3,"Mon, 24 Aug 2026 11:52:38 +0000","Headquarters: New York, NY URL: https://lemon.io Senior Developer? Work Remote. Get Paid Well. Build What Matters. Lemon.io connects hand-picked senior developers with vetted startups across the US and Europe — no bidding wars, no ghosting, just serious opportunities. We're currently hiring for a re"
2026-08-29 16:13:28,greenhouse,lyft,"Senior Platform Engineer, Workday Extend & Integrations",,,https://app.careerpuck.com/job-board/lyft/job/8621017002?gh_jid=8621017002,greenhouse::8621017002,2026-08-26T16:51:51-04:00,
2026-08-29 16:13:28,jobicy,ManTech,Cloud Engineer - VMWare,USA,DevOps & Infrastructure,https://jobicy.com/jobs/143887-cloud-engineer-vmware,jobicy::143887,2026-08-21T03:45:04+00:00,General information Requisition # R67728 Locations USA-Remote Work Posting Date 05/13/2026 Security Clearance Required Secret Remote Type Fully Remote Time Type Full time Description &amp; Requirements Shape the future of defense with MANTECH! Join a team dedicated to safeguarding our nation through
2026-08-29 16:13:28,jobicy,Medium,Senior Data Platform Engineer,USA,DevOps & Infrastructure,https://jobicy.com/jobs/151664-senior-data-platform-engineer-2,jobicy::151664,2026-08-26T04:45:58+00:00,"About Medium Medium is one of the world's most influential writing platforms, connecting millions of readers with ideas that matter. We're a small, dedicated team that cares deeply about craft, curiosity, and building something that lasts. We make decisions efficiently and iterate fast, think carefu"
2026-08-29 16:13:28,lever,metabase,Senior SRE/DevOps Engineer,Global Remote,Engineering,https://jobs.lever.co/metabase/1b702919-4d0b-4085-baec-8947f9b7e4ee,lever::1b702919-4d0b-4085-baec-8947f9b7e4ee,1589224005614,"Metabase is the easiest way for people to get insights from their data, from tiny startups who get up and running quickly to major corporations with tens of thousands of users. That's why people love us. We bring data tools with the elegance and simplicity of consumer products to the crufty world of"
2026-08-29 16:13:28,greenhouse,mongodb,Cloud Operations Engineer,,,https://www.mongodb.com/careers/job/?gh_jid=8025824,greenhouse::8025824,2026-08-21T15:40:40-04:00,
